ds,yhat_lower,yhat_upper,trend,additive_terms,holidays,weekly_not_summer_winter,yearly,寒假,暑假,期末周,节假日,multiplicative_terms_upper,yhat,,,,,Yearly+baseline
2024-2-2,5.717508095,38.28059865,116.9399463,-94.57333213,-10.53046171,0,-84.04287042,-10.53046171,0,0,0,0,0,0,22.36661421,,,32.89707588
2024-2-3,3.503554936,35.30186254,116.9457805,-97.97136635,-10.53046171,0,-87.44090464,-10.53046171,0,0,0,0,0,0,18.9744141,,,29.50487586
2024-2-4,0.851493429,32.05964339,116.9516146,-100.8342978,-10.53046171,0,-90.30383605,-10.53046171,0,0,0,0,0,0,16.1173168,,,26.64777855
2024-2-5,-2.471985148,30.13038526,116.9574487,-103.1139614,-10.53046171,0,-92.58349966,-10.53046171,0,0,0,0,0,0,13.8434873,,,24.37394904
2024-2-6,-3.808250144,27.78188613,116.9632828,-104.7697822,-10.53046171,0,-94.23932046,-10.53046171,0,0,0,0,0,0,12.1935006,,,22.72396234
2024-2-7,-4.526073712,27.52170315,116.9691169,-105.7696993,-10.53046171,0,-95.2392376,-10.53046171,0,0,0,0,0,0,11.19941757,,,21.7298793
2024-2-8,-5.501179221,26.73187005,116.974951,-106.090935,-10.53046171,0,-95.56047329,-10.53046171,0,0,0,0,0,0,10.88401599,,,21.41447771
2024-2-9,-4.548777481,27.06750626,116.9807851,-105.7205884,-10.53046171,0,-95.19012665,-10.53046171,0,0,0,0,0,0,11.26019673,,,21.79065845
2024-2-10,-4.433052833,28.44122652,116.9866192,-104.6560379,-10.53046171,0,-94.12557622,-10.53046171,0,0,0,0,0,0,12.33058128,,,22.86104298
2024-2-11,-1.84646178,31.40494862,116.9924533,-102.9051408,-10.53046171,0,-92.37467907,-10.53046171,0,0,0,0,0,0,14.08731253,,,24.61777423
2024-2-12,1.740485823,32.15945638,116.9982874,-100.4862212,-10.53046171,0,-89.95575946,-10.53046171,0,0,0,0,0,0,16.51206626,,,27.04252794
2024-2-13,3.845016338,35.48607302,117.0041215,-97.42784594,-10.53046171,0,-86.89738423,-10.53046171,0,0,0,0,0,0,19.5762756,,,30.10673727
2024-2-14,6.209319574,38.59303312,117.0099556,-93.7683894,-10.53046171,0,-83.23792768,-10.53046171,0,0,0,0,0,0,23.24156624,,,33.77202792
2024-2-15,10.60527762,44.80439887,117.0157897,-89.55539495,-10.53046171,0,-79.02493324,-10.53046171,0,0,0,0,0,0,27.46039479,,,37.99085646
2024-2-16,15.77210151,48.49201007,117.0216239,-84.84474582,-10.53046171,0,-74.31428411,-10.53046171,0,0,0,0,0,0,32.17687804,,,42.70733979
2024-2-17,19.59951967,52.77285011,117.027458,-79.69966161,-10.53046171,0,-69.1691999,-10.53046171,0,0,0,0,0,0,37.32779635,,,47.8582581
2024-2-18,26.26481555,60.32828158,117.0332921,-74.18954185,-10.53046171,0,-63.65908014,-10.53046171,0,0,0,0,0,0,42.84375022,,,53.37421196
2024-2-19,32.35582117,64.79019128,117.0391262,-68.38868116,-10.53046171,0,-57.85821945,-10.53046171,0,0,0,0,0,0,48.65044502,,,59.18090675
2024-2-20,37.70213735,69.82097355,117.0449603,-62.37488388,-10.53046171,0,-51.84442217,-10.53046171,0,0,0,0,0,0,54.67007641,,,65.20053813
2024-2-21,43.6214215,76.87049407,117.0507944,-56.22800865,-10.53046171,0,-45.69754694,-10.53046171,0,0,0,0,0,0,60.82278574,,,71.35324746
2024-2-22,51.43526425,83.32306458,117.0566285,-50.02847486,-10.53046171,0,-39.49801315,-10.53046171,0,0,0,0,0,0,67.02815365,,,77.55861535
2024-2-23,56.08708455,88.9698228,117.0624626,-43.85576408,-10.53046171,0,-33.32530236,-10.53046171,0,0,0,0,0,0,73.20669854,,,83.73716024
2024-2-24,62.85037566,94.83732632,117.0682967,-37.78694971,-10.53046171,0,-27.256488,-10.53046171,0,0,0,0,0,0,79.28134701,,,89.8118087
2024-2-25,68.52375904,101.0480225,117.0741308,-31.89528741,-10.53046171,0,-21.36482569,-10.53046171,0,0,0,0,0,0,85.17884342,,,95.70930511
2024-2-26,94.50461693,127.5707448,117.0799649,-6.313644608,13.61744675,-4.212655791,-15.71843557,13.61744675,0,0,0,0,0,0,110.7663203,,,101.3615293
2024-2-27,89.58182788,121.6618127,117.085799,-11.37351567,0,-0.99441043,-10.37910524,0,0,0,0,0,0,0,105.7122834,,,106.7066938
2024-2-28,95.11137605,126.7109031,117.0916332,-6.600543195,0,-1.199303542,-5.401239653,0,0,0,0,0,0,0,110.49109,,,111.6903935
2024-2-29,96.87805616,130.5095456,117.0974673,-3.482435082,0,-2.651455054,-0.830980028,0,0,0,0,0,0,0,113.6150322,,,116.2664873
2024-3-1,106.9584134,138.7051136,117.1033014,5.488329714,0,2.193840177,3.294489536,0,0,0,0,0,0,0,122.5916311,,,120.3977909
2024-3-2,108.5275518,140.4847516,117.1091355,8.134660497,0,1.187226357,6.947434141,0,0,0,0,0,0,0,125.243796,,,124.0565696
2024-3-3,117.2239767,148.9668907,117.1149696,15.78660809,0,5.676758283,10.10984981,0,0,0,0,0,0,0,132.9015777,,,127.2248194
2024-3-4,108.5339331,140.1538128,117.1208037,8.56087519,0,-4.212655791,12.77353098,0,0,0,0,0,0,0,125.6816789,,,129.8943347
2024-3-5,115.068516,148.1929482,117.1266378,13.94551456,0,-0.99441043,14.93992499,0,0,0,0,0,0,0,131.0721524,,,132.0665628
2024-3-6,117.8508066,148.5947751,117.1324719,15.42047634,0,-1.199303542,16.61977988,0,0,0,0,0,0,0,132.5529483,,,133.7522518
2024-3-7,115.799872,149.2193508,117.138306,15.1811416,0,-2.651455054,17.83259665,0,0,0,0,0,0,0,132.3194476,,,134.9709027
2024-3-8,122.5056238,154.6852474,117.1441402,20.79974204,0,2.193840177,18.60590186,0,0,0,0,0,0,0,137.9438822,,,135.7500421
2024-3-9,121.096608,153.9128578,117.1499743,20.1615867,0,1.187226357,18.97436035,0,0,0,0,0,0,0,137.311561,,,136.1243347
2024-3-10,126.4373541,157.7479583,117.1558084,24.65550995,0,5.676758283,18.97875166,0,0,0,0,0,0,0,141.8113183,,,136.1345601
2024-3-11,116.0827852,148.223362,117.1616425,14.45218103,0,-4.212655791,18.66483682,0,0,0,0,0,0,0,131.6138235,,,135.8264793
2024-3-12,118.0038239,150.580226,117.1674766,17.08773362,0,-0.99441043,18.08214405,0,0,0,0,0,0,0,134.2552102,,,135.2496207
2024-3-13,117.7134244,148.8061846,117.1733107,16.0834006,0,-1.199303542,17.28270414,0,0,0,0,0,0,0,133.2567113,,,134.4560148
2024-3-14,114.605245,147.7151323,117.1791448,13.66831127,0,-2.651455054,16.31976633,0,0,0,0,0,0,0,130.8474561,,,133.4989111
2024-3-15,117.9888123,150.8323695,117.1849789,17.44036628,0,2.193840177,15.2465261,0,0,0,0,0,0,0,134.6253452,,,132.431505
2024-3-16,116.3961699,149.0008588,117.190813,15.30212148,0,1.187226357,14.11489512,0,0,0,0,0,0,0,132.4929345,,,131.3057081
2024-3-17,120.7343571,151.1117609,117.1966471,18.65110041,0,5.676758283,12.97434212,0,0,0,0,0,0,0,135.8477476,,,130.1709892
2024-3-18,108.382626,142.1107239,117.2024813,7.658175401,0,-4.212655791,11.87083119,0,0,0,0,0,0,0,124.8606567,,,129.0733125
2024-3-19,111.5376568,144.7419665,117.2083154,9.85147072,0,-0.99441043,10.84588115,0,0,0,0,0,0,0,127.0597861,,,128.0541966
2024-3-20,110.4201158,142.793942,117.2141495,8.736462442,0,-1.199303542,9.935765984,0,0,0,0,0,0,0,125.9506119,,,127.1499155
2024-3-21,107.7305788,139.9857642,117.2199836,6.519417486,0,-2.651455054,9.17087254,0,0,0,0,0,0,0,123.7394011,,,126.3908561
2024-3-22,110.4421356,145.0487548,117.2258177,10.76906745,0,2.193840177,8.575227274,0,0,0,0,0,0,0,127.9948851,,,125.801045
2024-3-23,110.0124823,142.9891765,117.2316518,9.353425689,0,1.187226357,8.166199332,0,0,0,0,0,0,0,126.5850775,,,125.3978511
2024-3-24,115.6399142,146.8581454,117.2374859,13.63114087,0,5.676758283,7.954382585,0,0,0,0,0,0,0,130.8686268,,,125.1918685
2024-3-25,105.5203703,136.5753973,117.24332,3.730998762,0,-4.212655791,7.943654553,0,0,0,0,0,0,0,120.9743188,,,125.1869746
2024-3-26,107.4045859,141.6541334,117.2491541,7.136995229,0,-0.99441043,8.131405659,0,0,0,0,0,0,0,124.3861494,,,125.3805598
2024-3-27,107.7307477,141.8836623,117.2549882,7.309624428,0,-1.199303542,8.50892797,0,0,0,0,0,0,0,124.5646127,,,125.7639162
2024-3-28,107.388419,141.0304015,117.2608223,6.410493619,0,-2.651455054,9.061948673,0,0,0,0,0,0,0,123.671316,,,126.322771
2024-3-29,112.4720917,146.0527224,117.2666565,11.96513025,0,2.193840177,9.771290069,0,0,0,0,0,0,0,129.2317867,,,127.0379466
2024-3-30,111.3007597,144.3643588,117.2724906,11.80086136,0,1.187226357,10.613635,0,0,0,0,0,0,0,129.0733519,,,127.8861256
2024-3-31,117.8546356,150.4221524,117.2783247,17.23913257,0,5.676758283,11.56237429,0,0,0,0,0,0,0,134.5174572,,,128.840699
2024-4-1,109.4743151,141.0439,117.2841588,8.375855431,0,-4.212655791,12.58851122,0,0,0,0,0,0,0,125.6600142,,,129.87267
2024-4-2,114.1178944,145.5651061,117.2899929,12.66718666,0,-0.99441043,13.66159709,0,0,0,0,0,0,0,129.9571796,,,130.95159
2024-4-3,113.7609463,147.6400794,117.295827,13.55136822,0,-1.199303542,14.75067176,0,0,0,0,0,0,0,130.8471952,,,132.0464988
2024-4-4,110.0588148,141.9407081,117.3016611,8.835709769,-6.989473773,0,15.82518354,0,0,0,-6.989473773,0,0,0,126.1373709,,,133.1268446
2024-4-5,99.5082081,131.3685688,117.3074952,-2.054334904,-18.91019905,0,16.85586414,0,0,0,-18.91019905,0,0,0,115.2531603,,,134.1633593
2024-4-6,99.4902101,133.655072,117.3133293,-1.094663119,-18.91019905,0,17.81553593,0,0,0,-18.91019905,0,0,0,116.2186662,,,135.1288652
2024-4-7,113.9985498,144.7886407,117.3191634,12.43586456,-11.92072527,5.676758283,18.67983155,0,0,0,-11.92072527,0,0,0,129.755028,,,135.998995
2024-4-8,115.9395969,149.2320188,117.3249975,15.21515283,0,-4.212655791,19.42780863,0,0,0,0,0,0,0,132.5401504,,,136.7528061
2024-4-9,120.9284353,152.989902,117.3308317,19.04803524,0,-0.99441043,20.04244567,0,0,0,0,0,0,0,136.3788669,,,137.3732774
2024-4-10,119.659339,152.5544821,117.3366658,19.31170548,0,-1.199303542,20.51100902,0,0,0,0,0,0,0,136.6483712,,,137.8476748
2024-4-11,119.740674,150.5722185,117.3424999,18.17382946,0,-2.651455054,20.82528452,0,0,0,0,0,0,0,135.5163293,,,138.1677844
2024-4-12,125.2342616,156.8367894,117.348334,23.17551165,0,2.193840177,20.98167148,0,0,0,0,0,0,0,140.5238456,,,138.3300055
2024-4-13,122.2191569,155.659334,117.3541681,22.16836693,0,1.187226357,20.98114057,0,0,0,0,0,0,0,139.522535,,,138.3353087
2024-4-14,127.3844851,159.2852698,117.3600022,26.50581931,0,5.676758283,20.82906103,0,0,0,0,0,0,0,143.8658215,,,138.1890632
2024-4-15,118.1278599,149.9289815,117.3658363,16.32225029,0,-4.212655791,20.53490608,0,0,0,0,0,0,0,133.6880866,,,137.9007424
2024-4-16,119.9488455,152.8682456,117.3716704,19.1174385,0,-0.99441043,20.11184893,0,0,0,0,0,0,0,136.4891089,,,137.4835193
2024-4-17,119.2022241,153.0408068,117.3775045,18.37696068,0,-1.199303542,19.57626422,0,0,0,0,0,0,0,135.7544652,,,136.9537687
2024-4-18,117.6014011,149.7336842,117.3833386,16.2956975,0,-2.651455054,18.94715256,0,0,0,0,0,0,0,133.6790361,,,136.3304912
2024-4-19,121.6543023,154.7263669,117.3891727,20.43934719,0,2.193840177,18.24550701,0,0,0,0,0,0,0,137.8285199,,,135.6346797
2024-4-20,118.883813,152.7614726,117.3950068,18.68086861,0,1.187226357,17.49364225,0,0,0,0,0,0,0,136.0758755,,,134.8886491
2024-4-21,123.813084,156.8716775,117.400841,22.39126537,0,5.676758283,16.71450708,0,0,0,0,0,0,0,139.7921063,,,134.1153481
2024-4-22,113.9116459,145.941785,117.4066751,11.71834557,0,-4.212655791,15.93100136,0,0,0,0,0,0,0,129.1250206,,,133.3376765
2024-4-23,115.4778429,147.5506355,117.4125092,14.17090707,0,-0.99441043,15.1653175,0,0,0,0,0,0,0,131.5834162,,,132.5778267
2024-4-24,115.4780081,147.6690343,117.4183433,13.23902209,0,-1.199303542,14.43832563,0,0,0,0,0,0,0,130.6573654,,,131.8566689
2024-4-25,111.5186509,144.5188235,117.4241774,11.11756453,0,-2.651455054,13.76901959,0,0,0,0,0,0,0,128.5417419,,,131.193197
2024-4-26,117.2201602,147.6033812,117.4300115,15.36787883,0,2.193840177,13.17403865,0,0,0,0,0,0,0,132.7978903,,,130.6040502
2024-4-27,115.0396539,147.1818673,117.4358456,13.85450384,0,1.187226357,12.66727749,0,0,0,0,0,0,0,131.2903495,,,130.1031231
2024-4-28,106.1294429,138.6085268,117.4416797,5.270119734,-6.989473773,0,12.25959351,0,0,0,-6.989473773,0,0,0,122.7117995,,,129.7012732
2024-4-29,97.30134615,129.1232513,117.4475138,-4.174763238,-11.92072527,-4.212655791,11.95861783,0,0,0,-11.92072527,0,0,0,113.2727506,,,129.4061316
2024-4-30,109.6192496,144.110586,117.4533479,10.77426222,0,-0.99441043,11.76867265,0,0,0,0,0,0,0,128.2276102,,,129.2220206
2024-5-1,106.429287,138.366439,117.459182,4.701320784,-6.989473773,0,11.69079456,0,0,0,-6.989473773,0,0,0,122.1605028,,,129.1499766
2024-5-2,94.87107756,125.8305031,117.4650162,-7.187339132,-18.91019905,0,11.72285991,0,0,0,-18.91019905,0,0,0,110.277677,,,129.1878761
2024-5-3,93.87381896,125.5419044,117.4708503,-7.05039358,-18.91019905,0,11.85980546,0,0,0,-18.91019905,0,0,0,110.4204567,,,129.3306558
2024-5-4,102.4717269,136.2865718,117.4766844,1.36043557,-11.92072527,1.187226357,12.09393449,0,0,0,-11.92072527,0,0,0,118.8371199,,,129.5706189
2024-5-5,118.8608033,152.0960209,117.4825185,18.09205449,0,5.676758283,12.41529621,0,0,0,0,0,0,0,135.574573,,,129.8978147
2024-5-6,111.1929344,143.1625673,117.4883526,8.599468545,0,-4.212655791,12.81212434,0,0,0,0,0,0,0,126.0878211,,,130.3004769
2024-5-7,113.8353536,146.6270387,117.4941867,12.27690829,0,-0.99441043,13.27131872,0,0,0,0,0,0,0,129.771095,,,130.7655054
2024-5-8,113.390587,145.6232114,117.5000208,12.57964984,0,-1.199303542,13.77895338,0,0,0,0,0,0,0,130.0796706,,,131.2789742
2024-5-9,112.3828612,145.4613716,117.5058549,11.66933821,0,-2.651455054,14.32079326,0,0,0,0,0,0,0,129.1751931,,,131.8266482
2024-5-10,116.9418072,150.4136342,117.511689,17.07664267,0,2.193840177,14.88280249,0,0,0,0,0,0,0,134.5883317,,,132.3944915
2024-5-11,117.4094317,150.4403376,117.5175231,16.63885346,0,1.187226357,15.4516271,0,0,0,0,0,0,0,134.1563766,,,132.9691502
2024-5-12,122.830447,154.5145128,117.5233572,21.69179484,0,5.676758283,16.01503655,0,0,0,0,0,0,0,139.2151521,,,133.5383938
2024-5-13,114.8296695,147.1112905,117.5291913,12.34965408,0,-4.212655791,16.56230987,0,0,0,0,0,0,0,129.8788454,,,134.0915012
2024-5-14,118.8781653,151.3498429,117.5350255,16.0901437,0,-0.99441043,17.08455413,0,0,0,0,0,0,0,133.6251692,,,134.6195796
2024-5-15,117.4743617,151.9054322,117.5408596,16.37564207,0,-1.199303542,17.57494562,0,0,0,0,0,0,0,133.9165016,,,135.1158052
2024-5-16,117.2824953,148.9029526,117.5466937,15.37743134,0,-2.651455054,18.02888639,0,0,0,0,0,0,0,132.924125,,,135.5755801
2024-5-17,122.1959691,155.1234976,117.5525278,20.63791227,0,2.193840177,18.44407209,0,0,0,0,0,0,0,138.19044,,,135.9965999
2024-5-18,121.7026359,153.0143509,117.5583619,20.00769588,0,1.187226357,18.82046953,0,0,0,0,0,0,0,137.5660578,,,136.3788314
2024-5-19,125.484832,158.7063388,117.564196,24.83696423,0,5.676758283,19.16020594,0,0,0,0,0,0,0,142.4011602,,,136.7244019
2024-5-20,115.3658903,149.2163108,117.5700301,15.25471862,0,-4.212655791,19.46737441,0,0,0,0,0,0,0,132.8247487,,,137.0374045
2024-5-21,119.822656,152.0089466,117.5758642,18.75335232,0,-0.99441043,19.74776275,0,0,0,0,0,0,0,136.3292165,,,137.323627
2024-5-22,120.7662745,152.5415657,117.5816983,18.80921246,0,-1.199303542,20.008516,0,0,0,0,0,0,0,136.3909108,,,137.5902143
2024-5-23,118.8285446,151.8722603,117.5875324,17.6062892,0,-2.651455054,20.25774426,0,0,0,0,0,0,0,135.1938216,,,137.8452767
2024-5-24,124.9785778,155.8115561,117.5933665,22.69793013,0,2.193840177,20.50408996,0,0,0,0,0,0,0,140.2912967,,,138.0974565
2024-5-25,124.4796659,156.1899167,117.5992007,21.94349604,0,1.187226357,20.75626968,0,0,0,0,0,0,0,139.5426967,,,138.3554704
2024-5-26,127.5698232,160.3142146,117.6050348,26.6993648,0,5.676758283,21.02260652,0,0,0,0,0,0,0,144.3043996,,,138.6276413
2024-5-27,117.626541,152.7855033,117.6108689,17.09791365,0,-4.212655791,21.31056944,0,0,0,0,0,0,0,134.7087825,,,138.9214383
2024-5-28,121.5358709,154.1428689,117.616703,20.63192535,0,-0.99441043,21.62633578,0,0,0,0,0,0,0,138.2486283,,,139.2430388
2024-5-29,121.8544695,154.7608254,117.6225371,20.77508888,0,-1.199303542,21.97439242,0,0,0,0,0,0,0,138.397626,,,139.5969295
2024-5-30,121.1268123,154.1303584,117.6283712,19.70573483,0,-2.651455054,22.35718989,0,0,0,0,0,0,0,137.334106,,,139.9855611
2024-5-31,127.142706,158.9826172,117.6342053,24.96870224,0,2.193840177,22.77486206,0,0,0,0,0,0,0,142.6029075,,,140.4090674
2024-6-1,125.8788789,158.3373655,117.6400394,24.41224839,0,1.187226357,23.22502203,0,0,0,0,0,0,0,142.0522878,,,140.8650614
2024-6-2,130.5774529,163.1697643,117.6458735,29.37940065,0,5.676758283,23.70264236,0,0,0,0,0,0,0,147.0252742,,,141.3485159
2024-6-3,121.491704,153.4757771,117.6517076,19.98736935,0,-4.212655791,24.20002514,0,0,0,0,0,0,0,137.639077,,,141.8517327
